File,JPEG Size,
valid\32123 half Bush\201706171506-0057,7640,2292
valid\32123 half Bush\201706171506-0058,7702,2352
valid\32123 half Bush\201706171506-0059,7745,2418
valid\32123 half Bush\201706171506-0060,7641,2403
valid\32123 half Bush\201706171506-0061,7339,2353
valid\32123 half Bush\201706171506-0062,7418,2333
valid\32123 half Bush\201706171506-0063,7520,2370
valid\32123 half Bush\201706171506-0064,7727,2398
valid\32123 half Bush\201706171506-0065,7617,2376
valid\32123 half Bush\201706171506-0066,7507,2330
valid\32123 half Bush\201706171506-0067,7293,2264
valid\32123 half Bush\201706171506-0068,7126,2178
valid\32123 half Bush\201706171506-0069,6887,2186
valid\32123 half Bush\201706171506-0070,6653,2171
valid\32123 half Bush\201706171506-0071,6251,2056
valid\32123 half Bush\201706171506-0072,6187,2039
valid\32123 half Bush\201706171506-0073,6427,2129
valid\32123 half Bush\201706171506-0074,6714,2154
valid\32123 half Bush\201706171506-0075,7055,2165
valid\32123 half Bush\201706171506-0076,7196,2276
valid\32123 half Bush\201706171506-0077,7424,2262
valid\32123 half Bush\201706171506-0078,7751,2354
valid\32123 half Bush\201706171506-0079,7606,2359
valid\32123 half Bush\201706171506-0080,7586,2393
valid\32123 half Bush\201706171506-0081,6900,2370
valid\32123 half Bush\201706171506-0082,6888,2401
valid\32123 half Bush\201706171506-0083,7464,2385
valid\32123 half Bush\201706171506-0084,7636,2400
valid\32123 half Bush\201706171506-0085,7691,2292
valid\32123 half Bush\201706171506-0086,7347,2247
valid\32123 half Bush\201706171506-0087,7133,2278
valid\32123 half Bush\201706171506-0088,6784,2213
valid\32123 half Bush\201706171506-0089,6605,2104
valid\32123 half Bush\201706171506-0090,6172,2141
valid\32123 half Bush\201706171506-0091,5651,2005
valid\32123 half Bush\201706171506-0092,5528,1985
valid\32123 half Bush\201706171506-0093,5928,2144
valid\32123 half Bush\201706171506-0094,6398,2118
valid\32123 half Bush\201706171506-0095,6715,2209
valid\32123 half Bush\201706171506-0096,7085,2250
valid\32123 half Bush\201706171506-0097,7286,2180
valid\32123 half Bush\201706171506-0098,7521,2188
valid\32123 half Bush\201706171506-0099,7686,2328
valid\32123 half Bush\201706171506-0100,7475,2326
valid\32123 half Bush\201706171506-0101,6794,2354
valid\32123 half Bush\201706171506-0102,6710,2372
valid\32123 half Bush\201706171506-0103,7385,2280
valid\32123 half Bush\201706171506-0104,7614,2296
valid\32123 half Bush\201706171506-0105,7452,2198
valid\32123 half Bush\201706171506-0106,7159,2207
valid\32123 half Bush\201706171506-0107,6871,2175
valid\32123 half Bush\201706171506-0108,6516,2157
valid\32123 half Bush\201706171506-0109,6168,2086
valid\32123 half Bush\201706171506-0110,5545,2084
valid\32123 half Bush\201706171506-0111,5334,1975
valid\32123 half Bush\201706171506-0112,5179,1964
valid\32123 half Bush\201706171506-0113,5472,2037
valid\32123 half Bush\201706171506-0114,5970,2095
valid\32123 half Bush\201706171506-0115,6437,2196
valid\32123 half Bush\201706171506-0116,6801,2090
valid\32123 half Bush\201706171506-0117,7057,2167
valid\32123 half Bush\201706171506-0118,7317,2136
valid\32123 half Bush\201706171506-0119,7547,2256
valid\32123 half Bush\201706171506-0120,7561,2320
valid\32123 half Bush\201706171506-0121,7240,2281
valid\32123 half Bush\201706171506-0122,7261,2336
valid\32123 half Bush\201706171506-0123,7574,2305
valid\32123 half Bush\201706171506-0124,7530,2256
valid\32123 half Bush\201706171506-0125,7220,2148
valid\32123 half Bush\201706171506-0126,6987,2171
valid\32123 half Bush\201706171506-0127,6624,2072
valid\32123 half Bush\201706171506-0128,6147,2098
valid\32123 half Bush\201706171506-0129,5631,2064
valid\32123 half Bush\201706171506-0130,5840,2069
valid\32123 half Bush\201706171506-0131,5851,2032
valid\32123 half Bush\201706171506-0132,5819,2020
valid\32123 half Bush\201706171506-0133,5952,2086
valid\32123 half Bush\201706171506-0134,5759,2060
valid\32123 half Bush\201706171506-0135,5970,2066
valid\32123 half Bush\201706171506-0136,6511,2090
valid\32123 half Bush\201706171506-0137,6846,2122
valid\32123 half Bush\201706171506-0138,7161,2106
valid\32123 half Bush\201706171506-0139,7537,2220
valid\32123 half Bush\201706171506-0140,7638,2342
valid\32123 half Bush\201706171506-0141,7516,2275
valid\32123 half Bush\201706171506-0142,7567,2338
valid\32123 half Bush\201706171506-0143,7717,2339
valid\32123 half Bush\201706171506-0144,7535,2227
valid\32123 half Bush\201706171506-0145,6954,2084
valid\32123 half Bush\201706171506-0146,6664,2121
valid\32123 half Bush\201706171506-0147,6220,2087
valid\32123 half Bush\201706171506-0148,5669,2095
valid\32123 half Bush\201706171506-0149,6194,2076
valid\32123 half Bush\201706171506-0150,6432,2085
valid\32123 half Bush\201706171506-0151,6319,2052
valid\32123 half Bush\201706171506-0152,6419,2076
valid\32123 half Bush\201706171506-0153,6419,2071
valid\32123 half Bush\201706171506-0154,6284,2115
valid\32123 half Bush\201706171506-0155,5726,2043
valid\32123 half Bush\201706171506-0156,6147,2078
valid\32123 half Bush\201706171506-0157,6502,2042
valid\32123 half Bush\201706171506-0158,7001,2098
valid\32123 half Bush\201706171506-0159,7439,2194
valid\32123 half Bush\201706171506-0160,7749,2316
valid\32123 half Bush\201706171506-0161,7557,2303
valid\32123 half Bush\201706171506-0162,7758,2298
valid\32123 half Bush\201706171506-0163,7760,2289
valid\32123 half Bush\201706171506-0164,7356,2154
valid\32123 half Bush\201706171506-0165,6878,2104
valid\32123 half Bush\201706171506-0166,6271,1995
valid\32123 half Bush\201706171506-0167,5715,2102
valid\32123 half Bush\201706171506-0168,6120,2091
valid\32123 half Bush\201706171506-0169,6595,2157
valid\32123 half Bush\201706171506-0170,6830,2123
valid\32123 half Bush\201706171506-0171,6784,2105
valid\32123 half Bush\201706171506-0172,6844,2115
valid\32123 half Bush\201706171506-0173,6793,2093
valid\32123 half Bush\201706171506-0174,6615,2142
valid\32123 half Bush\201706171506-0175,6109,2080
valid\32123 half Bush\201706171506-0176,5728,2001
valid\32123 half Bush\201706171506-0177,6165,2018
valid\32123 half Bush\201706171506-0178,6861,2156
valid\32123 half Bush\201706171506-0179,7290,2185
valid\32123 half Bush\201706171506-0180,7521,2189
valid\32123 half Bush\201706171506-0181,7583,2186
valid\32123 half Bush\201706171506-0182,7553,2225
valid\32123 half Bush\201706171506-0183,7394,2202
valid\32123 half Bush\201706171506-0184,7215,2162
valid\32123 half Bush\201706171506-0185,6620,2129
valid\32123 half Bush\201706171506-0186,5717,1970
valid\32123 half Bush\201706171506-0187,5649,2017
valid\32123 half Bush\201706171506-0188,6449,2070
valid\32123 half Bush\201706171506-0189,6961,2194
valid\32123 half Bush\201706171506-0190,7208,2145
valid\32123 half Bush\201706171506-0191,7117,2107
valid\32123 half Bush\201706171506-0192,7182,2122
valid\32123 half Bush\201706171506-0193,7151,2211
valid\32123 half Bush\201706171506-0194,6880,2120
valid\32123 half Bush\201706171506-0195,6414,2127
valid\32123 half Bush\201706171506-0196,5545,1959
valid\32123 half Bush\201706171506-0197,5928,2012
valid\32123 half Bush\201706171506-0198,6624,2132
valid\32123 half Bush\201706171506-0199,7105,2215
valid\32123 half Bush\201706171506-0200,7370,2139
valid\32123 half Bush\201706171506-0201,7303,2112
valid\32123 half Bush\201706171506-0202,7298,2120
valid\32123 half Bush\201706171506-0203,7204,2204
valid\32123 half Bush\201706171506-0204,6994,2118
valid\32123 half Bush\201706171506-0205,6429,2129
valid\32123 half Bush\201706171506-0206,5459,1964
valid\32123 half Bush\201706171506-0207,6052,2025
valid\32123 half Bush\201706171506-0208,6671,2155
valid\32123 half Bush\201706171506-0209,7155,2218
valid\32123 half Bush\201706171506-0210,7409,2164
valid\32123 half Bush\201706171506-0211,7551,2184
valid\32123 half Bush\201706171506-0212,7524,2180
valid\32123 half Bush\201706171506-0213,7373,2212
valid\32123 half Bush\201706171506-0214,7167,2171
valid\32123 half Bush\201706171506-0215,6647,2128
valid\32123 half Bush\201706171506-0216,5730,1968
valid\32123 half Bush\201706171506-0217,5651,2050
valid\32123 half Bush\201706171506-0218,6450,2070
valid\32123 half Bush\201706171506-0219,6896,2180
valid\32123 half Bush\201706171506-0220,7024,2138
valid\32123 half Bush\201706171506-0221,6990,2078
valid\32123 half Bush\201706171506-0222,7076,2146
valid\32123 half Bush\201706171506-0223,6954,2134
valid\32123 half Bush\201706171506-0224,6633,2127
valid\32123 half Bush\201706171506-0225,6022,2048
valid\32123 half Bush\201706171506-0226,5845,2041
valid\32123 half Bush\201706171506-0227,6255,2031
valid\32123 half Bush\201706171506-0228,7091,2152
valid\32123 half Bush\201706171506-0229,7346,2163
valid\32123 half Bush\201706171506-0230,7728,2211
valid\32123 half Bush\201706171506-0231,7607,2275
valid\32123 half Bush\201706171506-0232,7642,2262
valid\32123 half Bush\201706171506-0233,7614,2244
valid\32123 half Bush\201706171506-0234,7291,2151
valid\32123 half Bush\201706171506-0235,6702,2061
valid\32123 half Bush\201706171506-0236,6224,2038
valid\32123 half Bush\201706171506-0237,5637,2011
valid\32123 half Bush\201706171506-0238,6067,2099
valid\32123 half Bush\201706171506-0239,6590,2133
valid\32123 half Bush\201706171506-0240,6675,2155
valid\32123 half Bush\201706171506-0241,6535,2063
valid\32123 half Bush\201706171506-0242,6591,2115
valid\32123 half Bush\201706171506-0243,6537,2060
valid\32123 half Bush\201706171506-0244,6230,2097
valid\32123 half Bush\201706171506-0245,5702,2050
valid\32123 half Bush\201706171506-0246,6343,2128
valid\32123 half Bush\201706171506-0247,6647,2048
valid\32123 half Bush\201706171506-0248,7188,2102
valid\32123 half Bush\201706171506-0249,7578,2219
valid\32123 half Bush\201706171506-0250,7728,2337
valid\32123 half Bush\201706171506-0251,7589,2272
valid\32123 half Bush\201706171506-0252,7611,2287
valid\32123 half Bush\201706171506-0253,7667,2291
valid\32123 half Bush\201706171506-0254,7336,2178
valid\32123 half Bush\201706171506-0255,6876,2086
valid\32123 half Bush\201706171506-0256,6594,2151
valid\32123 half Bush\201706171506-0257,6146,2101
valid\32123 half Bush\201706171506-0258,5692,2090
valid\32123 half Bush\201706171506-0259,6071,2075
valid\32123 half Bush\201706171506-0260,6230,2121
valid\32123 half Bush\201706171506-0261,5976,2001
valid\32123 half Bush\201706171506-0262,6033,2066
valid\32123 half Bush\201706171506-0263,6022,2083
valid\32123 half Bush\201706171506-0264,5701,2058
valid\32123 half Bush\201706171506-0265,6315,2092
valid\32123 half Bush\201706171506-0266,6644,2127
valid\32123 half Bush\201706171506-0267,7070,2105
valid\32123 half Bush\201706171506-0268,7256,2176
valid\32123 half Bush\201706171506-0269,7661,2308
valid\32123 half Bush\201706171506-0270,7509,2348
valid\32123 half Bush\201706171506-0271,7266,2265
valid\32123 half Bush\201706171506-0272,7482,2259
valid\32123 half Bush\201706171506-0273,7640,2280
valid\32123 half Bush\201706171506-0274,7388,2201
valid\32123 half Bush\201706171506-0275,7112,2139
valid\32123 half Bush\201706171506-0276,6800,2132
valid\32123 half Bush\201706171506-0277,6577,2106
valid\32123 half Bush\201706171506-0278,6080,2054
valid\32123 half Bush\201706171506-0279,5647,2061
valid\32123 half Bush\201706171506-0280,5616,2053
valid\32123 half Bush\201706171506-0281,5287,1946
valid\32123 half Bush\201706171506-0282,5565,1983
valid\32123 half Bush\201706171506-0283,5549,2048
valid\32123 half Bush\201706171506-0284,6054,2120
valid\32123 half Bush\201706171506-0285,6609,2178
valid\32123 half Bush\201706171506-0286,6944,2145
valid\32123 half Bush\201706171506-0287,7167,2185
valid\32123 half Bush\201706171506-0288,7641,2219
valid\32123 half Bush\201706171506-0289,7650,2292
valid\32123 half Bush\201706171506-0290,7310,2341
valid\32123 half Bush\201706171506-0291,6786,2309
valid\32123 half Bush\201706171506-0292,7100,2307
valid\32123 half Bush\201706171506-0293,7565,2303
valid\32123 half Bush\201706171506-0294,7643,2257
valid\32123 half Bush\201706171506-0295,7254,2137
valid\32123 half Bush\201706171506-0296,7071,2205
valid\32123 half Bush\201706171506-0297,6778,2189
valid\32123 half Bush\201706171506-0298,6526,2159
valid\32123 half Bush\201706171506-0299,6029,2095
valid\32123 half Bush\201706171506-0300,5552,2031
valid\32123 half Bush\201706171506-0301,5020,1942
valid\32123 half Bush\201706171506-0302,5558,1976
valid\32123 half Bush\201706171506-0303,6093,2064
valid\32123 half Bush\201706171506-0304,6506,2110
valid\32123 half Bush\201706171506-0305,6907,2239
valid\32123 half Bush\201706171506-0306,7193,2234
valid\32123 half Bush\201706171506-0307,7504,2243
valid\32123 half Bush\201706171506-0308,7787,2326
valid\32123 half Bush\201706171506-0309,7648,2383
valid\32123 half Bush\201706171506-0310,7137,2351
valid\32123 half Bush\201706171506-0311,6505,2379
valid\32123 half Bush\201706171506-0312,7065,2353
valid\32123 half Bush\201706171506-0313,7598,2363
valid\32123 half Bush\201706171506-0314,7636,2334
valid\32123 half Bush\201706171506-0315,7406,2218
valid\32123 half Bush\201706171506-0316,7310,2289
valid\32123 half Bush\201706171506-0317,7098,2265
valid\32123 half Bush\201706171506-0318,6732,2098
valid\32123 half Bush\201706171506-0319,6531,2158
valid\32123 half Bush\201706171506-0320,6113,2092
valid\32123 half Bush\201706171506-0321,5846,2011
valid\32123 half Bush\201706171506-0322,6266,2100
valid\32123 half Bush\201706171506-0323,6614,2156
valid\32123 half Bush\201706171506-0324,6937,2163
valid\32123 half Bush\201706171506-0325,7172,2232
valid\32123 half Bush\201706171506-0326,7428,2290
valid\32123 half Bush\201706171506-0327,7611,2334
valid\32123 half Bush\201706171506-0328,7774,2395
valid\32123 half Bush\201706171506-0329,7712,2401
valid\32123 half Bush\201706171506-0330,7329,2411
valid\32123 half Bush\201706171506-0331,7130,2363
valid\32123 half Bush\201706171506-0332,7344,2398
valid\32123 half Bush\201706171506-0333,7660,2417
valid\32123 half Bush\201706171506-0334,7741,2419
valid\32123 half Bush\201706171506-0335,7621,2360
valid\32123 half Bush\201706171506-0336,7336,2276
valid\32123 half Bush\201706171506-0337,7285,2260
valid\32123 half Bush\201706171506-0338,7004,2209
valid\32123 half Bush\201706171506-0339,6906,2224
valid\32123 half Bush\201706171506-0340,6692,2112
valid\32123 half Bush\201706171506-0341,6551,2092
valid\32123 half Bush\201706171506-0342,6684,2172
valid\32123 half Bush\201706171506-0343,6894,2195
valid\32123 half Bush\201706171506-0344,7108,2213
valid\32123 half Bush\201706171506-0345,7348,2262
valid\32123 half Bush\201706171506-0346,7558,2274
valid\32123 half Bush\201706171506-0347,7724,2310
valid\32123 half Bush\201706171506-0348,7746,2383
valid\32123 half Bush\201706171506-0349,7667,2404
valid\32123 half Bush\201706171506-0350,7636,2384
valid\32123 half Bush\201706171506-0351,7558,2352
valid\32123 half Bush\201706171506-0352,7567,2405
valid\32123 half Bush\201706171506-0353,7671,2410
valid\32123 half Bush\201706171506-0354,7727,2360
valid\32123 half Bush\201706171506-0355,7614,2310
valid\32123 half Bush\201706171506-0356,7511,2255
valid\32123 half Bush\201706171506-0357,7294,2245
valid\32123 half Bush\201706171506-0358,7262,2232
valid\32123 half Bush\201706171506-0359,7199,2191
valid\32123 half Bush\201706171506-0360,6993,2140
valid\32123 half Bush\201706171506-0361,6965,2155
valid\32123 half Bush\201706171506-0362,7045,2174
valid\32123 half Bush\201706171506-0363,7176,2186
valid\32123 half Bush\201706171506-0364,7397,2188
valid\32123 half Bush\201706171506-0365,7396,2213
valid\32123 half Bush\201706171506-0366,7563,2278
valid\32123 half Bush\201706171506-0367,7785,2341
valid\32123 half Bush\201706171506-0368,7843,2346
valid\32123 half Bush\201706171506-0369,7853,2384
valid\32123 half Bush\201706171506-0370,7734,2370
valid\32123 half Bush\201706171506-0371,7641,2376
valid\32123 half Bush\201706171506-0372,7794,2413
valid\32123 half Bush\201706171506-0373,7762,2391
valid\32123 half Bush\201706171506-0374,7815,2343
valid\32123 half Bush\201706171506-0375,7753,2328
valid\32123 half Bush\201706171506-0376,7599,2260
valid\32123 half Bush\201706171506-0377,7460,2217
valid\32123 half Bush\201706171506-0378,7566,2187
valid\32123 half Bush\201706171506-0379,7444,2201
valid\32123 half Bush\201706171506-0380,7349,2209
valid\32123 half Bush\201706171506-0381,7307,2190
valid\32123 half Bush\201706171506-0382,7409,2190
valid\32123 half Bush\201706171506-0383,7439,2195
valid\32123 half Bush\201706171506-0384,7490,2192
valid\32123 half Bush\201706171506-0385,7547,2250
valid\32123 half Bush\201706171506-0386,7694,2296
valid\32123 half Bush\201706171506-0387,7749,2312
valid\32123 half Bush\201706171506-0388,7791,2339
valid\32123 half Bush\201706171506-0389,7831,2338
valid\32123 half Bush\201706171506-0390,7675,2299
valid\32123 half Bush\201706171506-0391,7571,2289
valid\32123 half Bush\201706171506-0392,7812,2309
valid\32123 half Bush\201706171506-0393,7778,2344
valid\32123 half Bush\201706171506-0394,7669,2332
valid\32123 half Bush\201706171506-0395,7660,2280
valid\32123 half Bush\201706171506-0396,7598,2275
valid\32123 half Bush\201706171506-0397,7666,2253
valid\32123 half Bush\201706171506-0398,7638,2278
valid\32123 half Bush\201706171506-0399,7614,2266
valid\32123 half Bush\201706171506-0400,7609,2280
valid\3673 Peg 2M\0001,11014,2694
valid\3673 Peg 2M\0002,10735,2631
valid\3673 Peg 2M\0003,11276,2680
valid\3673 Peg 2M\0004,11379,2699
valid\3673 Peg 2M\0005,11036,2738
valid\3673 Peg 2M\0006,10577,2634
valid\3673 Peg 2M\0007,9717,2542
valid\3673 Peg 2M\0008,10522,2658
valid\3673 Peg 2M\0009,10842,2631
valid\3673 Peg 2M\0010,11036,2652
valid\3673 Peg 2M\0011,10652,2617
valid\3673 Peg 2M\0012,10330,2613
valid\3673 Peg 2M\0013,10963,2676
valid\3673 Peg 2M\0014,11028,2708
valid\3673 Peg 2M\0015,10856,2628
valid\3673 Peg 2M\0016,10352,2627
valid\3673 Peg 2M\0017,10157,2632
valid\3673 Peg 2M\0018,10764,2674
valid\3673 Peg 2M\0019,11329,2758
valid\3673 Peg 2M\0020,11540,2764
valid\3673 Peg 2M\0021,11348,2768
valid\3673 Peg 2M\0022,11108,2750
valid\3673 Peg 2M\0023,11604,2782
valid\3673 Peg 2M\0024,11525,2669
valid\3673 Peg 2M\0025,11218,2722
valid\3673 Peg 2M\0026,10748,2692
valid\3673 Peg 2M\0027,10195,2638
valid\3673 Peg 2M\0028,10195,2603
valid\3673 Peg 2M\0029,10485,2607
valid\3673 Peg 2M\0030,10400,2593
valid\3673 Peg 2M\0031,9932,2528
valid\3673 Peg 2M\0032,9675,2517
valid\3673 Peg 2M\0033,10172,2555
valid\3673 Peg 2M\0034,10338,2558
valid\3673 Peg 2M\0035,10426,2583
valid\3673 Peg 2M\0036,9877,2566
valid\3673 Peg 2M\0037,10506,2612
valid\3673 Peg 2M\0038,10930,2735
valid\3673 Peg 2M\0039,11460,2674
valid\3673 Peg 2M\0040,11668,2739
valid\3673 Peg 2M\0041,11590,2733
valid\3673 Peg 2M\0042,11362,2719
valid\3673 Peg 2M\0043,11811,2749
valid\3673 Peg 2M\0044,11763,2807
valid\3673 Peg 2M\0045,11406,2811
valid\3673 Peg 2M\0046,10924,2669
valid\3673 Peg 2M\0047,10550,2581
valid\3673 Peg 2M\0048,9829,2489
valid\3673 Peg 2M\0049,9904,2480
valid\3673 Peg 2M\0050,9536,2535
valid\3673 Peg 2M\0051,8936,2429
valid\3673 Peg 2M\0052,8724,2370
valid\3673 Peg 2M\0053,9317,2453
valid\3673 Peg 2M\0054,9665,2445
valid\3673 Peg 2M\0055,9751,2504
valid\3673 Peg 2M\0056,10272,2585
valid\3673 Peg 2M\0057,10718,2655
valid\3673 Peg 2M\0058,11176,2819
valid\3673 Peg 2M\0059,11488,2690
valid\3673 Peg 2M\0060,11788,2710
valid\3673 Peg 2M\0061,11536,2636
valid\3673 Peg 2M\0062,11393,2777
valid\3673 Peg 2M\0063,11726,2740
valid\3673 Peg 2M\0064,11614,2744
valid\3673 Peg 2M\0065,11463,2771
valid\3673 Peg 2M\0066,11202,2689
valid\3673 Peg 2M\0067,10761,2629
valid\3673 Peg 2M\0068,9864,2556
valid\3673 Peg 2M\0069,9277,2434
valid\3673 Peg 2M\0070,8611,2324
valid\3673 Peg 2M\0071,7750,2322
valid\3673 Peg 2M\0072,7564,2267
valid\3673 Peg 2M\0073,8268,2327
valid\3673 Peg 2M\0074,8956,2374
valid\3673 Peg 2M\0075,9627,2516
valid\3673 Peg 2M\0076,10364,2573
valid\3673 Peg 2M\0077,11015,2610
valid\3673 Peg 2M\0078,11342,2714
valid\3673 Peg 2M\0079,11554,2783
valid\3673 Peg 2M\0080,11642,2736
valid\3673 Peg 2M\0081,11479,2629
valid\3673 Peg 2M\0082,11284,2753
valid\3673 Peg 2M\0083,11577,2753
valid\3673 Peg 2M\0084,11689,2776
valid\3673 Peg 2M\0085,11570,2587
valid\3673 Peg 2M\0086,11365,2645
valid\3673 Peg 2M\0087,10594,2564
valid\3673 Peg 2M\0088,9905,2483
valid\3673 Peg 2M\0089,8744,2424
valid\3673 Peg 2M\0090,7856,2294
valid\3673 Peg 2M\0091,6553,2170
valid\3673 Peg 2M\0092,6488,2153
valid\3673 Peg 2M\0093,7465,2309
valid\3673 Peg 2M\0094,8531,2391
valid\3673 Peg 2M\0095,9538,2470
valid\3673 Peg 2M\0096,10390,2557
valid\3673 Peg 2M\0097,10982,2688
valid\3673 Peg 2M\0098,11426,2612
valid\3673 Peg 2M\0099,11742,2711
valid\3673 Peg 2M\0100,11499,2611
valid\3673 Peg 2M\0101,11359,2710
valid\3673 Peg 2M\0102,11305,2734
valid\3673 Peg 2M\0103,11601,2632
valid\3673 Peg 2M\0104,11717,2667
valid\3673 Peg 2M\0105,11694,2746
valid\3673 Peg 2M\0106,11211,2682
valid\3673 Peg 2M\0107,10639,2596
valid\3673 Peg 2M\0108,9740,2517
valid\3673 Peg 2M\0109,8741,2410
valid\3673 Peg 2M\0110,7398,2328
valid\3673 Peg 2M\0111,6104,2135
valid\3673 Peg 2M\0112,6057,2148
valid\3673 Peg 2M\0113,7300,2230
valid\3673 Peg 2M\0114,8562,2382
valid\3673 Peg 2M\0115,9681,2434
valid\3673 Peg 2M\0116,10467,2598
valid\3673 Peg 2M\0117,11045,2626
valid\3673 Peg 2M\0118,11583,2645
valid\3673 Peg 2M\0119,11710,2665
valid\3673 Peg 2M\0120,11673,2653
valid\3673 Peg 2M\0121,11520,2681
valid\3673 Peg 2M\0122,11548,2707
valid\3673 Peg 2M\0123,11568,2676
valid\3673 Peg 2M\0124,11685,2709
valid\3673 Peg 2M\0125,11456,2671
valid\3673 Peg 2M\0126,11051,2617
valid\3673 Peg 2M\0127,10466,2557
valid\3673 Peg 2M\0128,9740,2500
valid\3673 Peg 2M\0129,8713,2371
valid\3673 Peg 2M\0130,7696,2283
valid\3673 Peg 2M\0131,6964,2234
valid\3673 Peg 2M\0132,7067,2239
valid\3673 Peg 2M\0133,7919,2312
valid\3673 Peg 2M\0134,8851,2433
valid\3673 Peg 2M\0135,9618,2486
valid\3673 Peg 2M\0136,10461,2615
valid\3673 Peg 2M\0137,10902,2614
valid\3673 Peg 2M\0138,11368,2566
valid\3673 Peg 2M\0139,11466,2666
valid\3673 Peg 2M\0140,11617,2641
valid\3673 Peg 2M\0141,11601,2725
valid\3673 Peg 2M\0142,11654,2694
valid\3673 Peg 2M\0143,11579,2683
valid\3673 Peg 2M\0144,11399,2674
valid\3673 Peg 2M\0145,11232,2630
valid\3673 Peg 2M\0146,10750,2581
valid\3673 Peg 2M\0147,10213,2547
valid\3673 Peg 2M\0148,9612,2525
valid\3673 Peg 2M\0149,8994,2414
valid\3673 Peg 2M\0150,8561,2391
valid\3673 Peg 2M\0151,8051,2398
valid\3673 Peg 2M\0152,8235,2405
valid\3673 Peg 2M\0153,8602,2376
valid\3673 Peg 2M\0154,9059,2389
valid\3673 Peg 2M\0155,9660,2448
valid\3673 Peg 2M\0156,10160,2518
valid\3673 Peg 2M\0157,10743,2539
valid\3673 Peg 2M\0158,10975,2562
valid\3673 Peg 2M\0159,11249,2619
valid\3673 Peg 2M\0160,11365,2666
valid\3673 Peg 2M\0161,11432,2698
valid\3673 Peg 2M\0162,11337,2678
valid\3673 Peg 2M\0163,11269,2601
valid\3673 Peg 2M\0164,11144,2588
valid\3673 Peg 2M\0165,10881,2596
valid\3673 Peg 2M\0166,10567,2559
valid\3673 Peg 2M\0167,10166,2467
valid\3673 Peg 2M\0168,9787,2468
valid\3673 Peg 2M\0169,9406,2429
valid\3673 Peg 2M\0170,9330,2530
valid\3673 Peg 2M\0171,9202,2481
valid\3673 Peg 2M\0172,9295,2523
valid\3673 Peg 2M\0173,9430,2524
valid\3673 Peg 2M\0174,9620,2428
valid\3673 Peg 2M\0175,9859,2451
valid\3673 Peg 2M\0176,10163,2484
valid\3673 Peg 2M\0177,10400,2468
valid\3673 Peg 2M\0178,10622,2529
valid\3673 Peg 2M\0179,10730,2581
valid\3673 Peg 2M\0180,10948,2645
valid\3673 Peg 2M\0181,10930,2647
valid\3673 Peg 2M\0182,10781,2648
valid\3673 Peg 2M\0183,10932,2614
valid\3673 Peg 2M\0184,10602,2568
valid\3673 Peg 2M\0185,10443,2551
valid\3673 Peg 2M\0186,10291,2559
valid\3673 Peg 2M\0187,10038,2486
valid\3673 Peg 2M\0188,9927,2476
valid\3673 Peg 2M\0189,9967,2471
valid\3673 Peg 2M\0190,10000,2537
valid\3673 Peg 2M\0191,10002,2603
valid\3673 Peg 2M\0192,10076,2568
valid\3673 Peg 2M\0193,10030,2487
valid\3673 Peg 2M\0194,9973,2456
valid\3673 Peg 2M\0195,9936,2459
valid\3673 Peg 2M\0196,10053,2460
valid\3673 Peg 2M\0197,9933,2450
valid\3673 Peg 2M\0198,10101,2453
valid\3673 Peg 2M\0199,10332,2512
valid\3673 Peg 2M\0200,10480,2567
valid\3673 Peg 2M\0201,10381,2624
valid\3673 Peg 2M\0202,10279,2599
valid\3673 Peg 2M\0203,10183,2488
valid\3673 Peg 2M\0204,10119,2484
valid\3673 Peg 2M\0205,9990,2441
valid\3673 Peg 2M\0206,10100,2464
valid\3673 Peg 2M\0207,10156,2497
valid\3673 Peg 2M\0208,10285,2485
valid\3673 Peg 2M\0209,10384,2500
valid\3673 Peg 2M\0210,10587,2552
valid\3673 Peg 2M\0211,10734,2639
valid\3673 Peg 2M\0212,10635,2654
valid\3673 Peg 2M\0213,10619,2586
valid\3673 Peg 2M\0214,10584,2559
valid\3673 Peg 2M\0215,10449,2542
valid\3673 Peg 2M\0216,10219,2482
valid\3673 Peg 2M\0217,9975,2472
valid\3673 Peg 2M\0218,9867,2477
valid\3673 Peg 2M\0219,9747,2423
valid\3673 Peg 2M\0220,9710,2503
valid\3673 Peg 2M\0221,9536,2526
valid\3673 Peg 2M\0222,9572,2507
valid\3673 Peg 2M\0223,9620,2510
valid\3673 Peg 2M\0224,9707,2393
valid\3673 Peg 2M\0225,9949,2468
valid\3673 Peg 2M\0226,10236,2517
valid\3673 Peg 2M\0227,10537,2479
valid\3673 Peg 2M\0228,10747,2543
valid\3673 Peg 2M\0229,11009,2593
valid\3673 Peg 2M\0230,11259,2666
valid\3673 Peg 2M\0231,11168,2657
valid\3673 Peg 2M\0232,11191,2663
valid\3673 Peg 2M\0233,11155,2622
valid\3673 Peg 2M\0234,11011,2563
valid\3673 Peg 2M\0235,10725,2584
valid\3673 Peg 2M\0236,10513,2531
valid\3673 Peg 2M\0237,10044,2510
valid\3673 Peg 2M\0238,9493,2508
valid\3673 Peg 2M\0239,9167,2465
valid\3673 Peg 2M\0240,8920,2431
valid\3673 Peg 2M\0241,8613,2405
valid\3673 Peg 2M\0242,8688,2405
valid\3673 Peg 2M\0243,8853,2396
valid\3673 Peg 2M\0244,9283,2430
valid\3673 Peg 2M\0245,9875,2471
